id,Created (UTC),Amount,Amount Refunded,Currency,Fee,Net,Status,Description,Customer Email,order_id
ch_3Q000999,2026-08-01 19:19:00,138.24,0.00,eur,2.19,136.05,Paid,Shopify order #2078,ines.martin83490@example.com,#2078
ch_3Q001000,2026-08-01 17:31:00,204.12,0.00,eur,3.11,201.01,Paid,Shopify order #2079,hugo.garcia26913@example.com,#2079
ch_3Q001001,2026-08-01 20:08:00,170.64,0.00,eur,2.64,168.00,Paid,Shopify order #2080,emma.lefebvre71@example.com,#2080
ch_3Q001002,2026-08-01 09:45:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2081,arthur.leroy1926@example.com,#2081
ch_3Q001003,2026-08-01 15:55:00,417.60,0.00,eur,6.10,411.50,Paid,Shopify order #2082,gabriel.petit92055@example.com,#2082
ch_3Q001004,2026-08-01 14:51:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2083,theo.lefebvre28@example.com,#2083
ch_3Q001005,2026-08-01 22:01:00,386.64,0.00,eur,5.66,380.98,Paid,Shopify order #2084,paul.leroy72283@example.com,#2084
ch_3Q001006,2026-08-02 20:25:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #2085,hugo.robert77733@example.com,#2085
ch_3Q001007,2026-08-02 14:52:00,129.60,0.00,eur,2.06,127.54,Paid,Shopify order #2086,theo.moreau43304@example.com,#2086
ch_3Q001008,2026-08-02 08:15:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2087,hugo.durand88@example.com,#2087
ch_3Q001009,2026-08-02 18:44:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2088,louis.robert56@example.com,#2088
ch_3Q001010,2026-08-02 17:14:00,273.60,0.00,eur,4.08,269.52,Paid,Shopify order #2089,emma.simon80@example.com,#2089
ch_3Q001011,2026-08-02 18:02:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2090,sarah.petit42969@example.com,#2090
ch_3Q001012,2026-08-02 13:46:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #2091,theo.laurent87663@example.com,#2091
ch_3Q001013,2026-08-02 09:02:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2092,lea.lefebvre61835@example.com,#2092
ch_3Q001014,2026-08-02 12:11:00,129.60,0.00,eur,2.06,127.54,Paid,Shopify order #2093,lea.michel85779@example.com,#2093
ch_3Q001015,2026-08-02 13:23:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2094,ines.laurent2328@example.com,#2094
ch_3Q001016,2026-08-02 14:45:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2095,manon.leroy33588@example.com,#2095
ch_3Q001017,2026-08-02 15:00:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2096,arthur.lefebvre34287@example.com,#2096
ch_3Q001018,2026-08-02 21:45:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #2097,ines.thomas14619@example.com,#2097
ch_3Q001019,2026-08-02 09:27:00,569.16,0.00,eur,8.22,560.94,Paid,Shopify order #2098,ines.martin99@example.com,#2098
ch_3Q001020,2026-08-02 16:45:00,309.60,0.00,eur,4.58,305.02,Paid,Shopify order #2099,lucas.michel99382@example.com,#2099
ch_3Q001021,2026-08-02 18:18:00,396.36,0.00,eur,5.80,390.56,Paid,Shopify order #2100,lucas.laurent60989@example.com,#2100
ch_3Q001022,2026-08-02 13:25:00,117.60,0.00,eur,1.90,115.70,Paid,Shopify order #2101,nathan.garcia16350@example.com,#2101
ch_3Q001023,2026-08-02 18:29:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2102,theo.laurent2540@example.com,#2102
ch_3Q001024,2026-08-02 11:22:00,129.60,0.00,eur,2.06,127.54,Paid,Shopify order #2103,louis.bernard34395@example.com,#2103
ch_3Q001025,2026-08-02 22:33:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2104,lea.moreau18122@example.com,#2104
ch_3Q001026,2026-08-02 20:31:00,117.60,0.00,eur,1.90,115.70,Paid,Shopify order #2105,theo.leroy11@example.com,#2105
ch_3Q001027,2026-08-02 14:54:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2106,hugo.simon16477@example.com,#2106
ch_3Q001028,2026-08-03 22:44:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2107,camille.garcia41714@example.com,#2107
ch_3Q001029,2026-08-03 19:32:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2108,arthur.dubois9@example.com,#2108
ch_3Q001030,2026-08-03 13:14:00,309.60,0.00,eur,4.58,305.02,Paid,Shopify order #2109,emma.robert57656@example.com,#2109
ch_3Q001031,2026-08-03 17:18:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2110,lucas.leroy2672@example.com,#2110
ch_3Q001032,2026-08-03 09:04:00,512.40,0.00,eur,7.42,504.98,Paid,Shopify order #2111,hugo.petit99035@example.com,#2111
ch_3Q001033,2026-08-03 15:29:00,357.60,0.00,eur,5.26,352.34,Paid,Shopify order #2112,chloe.durand17789@example.com,#2112
ch_3Q001034,2026-08-03 17:47:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2113,lea.garcia43@example.com,#2113
ch_3Q001035,2026-08-03 13:18:00,429.60,0.00,eur,6.26,423.34,Paid,Shopify order #2114,lucas.dubois29@example.com,#2114
ch_3Q001036,2026-08-03 18:16:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2115,chloe.durand25509@example.com,#2115
ch_3Q001037,2026-08-03 18:59:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2116,jade.lefebvre43255@example.com,#2116
ch_3Q001038,2026-08-03 17:19:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2117,manon.petit97038@example.com,#2117
ch_3Q001039,2026-08-03 09:36:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2118,chloe.moreau71@example.com,#2118
ch_3Q001040,2026-08-03 16:56:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #2119,emma.laurent24@example.com,#2119
ch_3Q001041,2026-08-03 17:13:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2120,arthur.durand70@example.com,#2120
ch_3Q001042,2026-08-03 22:02:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2121,theo.laurent74@example.com,#2121
ch_3Q001043,2026-08-03 11:02:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2122,louis.bernard38@example.com,#2122
ch_3Q001044,2026-08-03 11:47:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2123,louis.simon65@example.com,#2123
ch_3Q001045,2026-08-03 21:51:00,261.60,0.00,eur,3.91,257.69,Paid,Shopify order #2124,nathan.bernard2@example.com,#2124
ch_3Q001046,2026-08-03 11:45:00,261.60,0.00,eur,3.91,257.69,Paid,Shopify order #2125,hugo.garcia28122@example.com,#2125
ch_3Q001047,2026-08-03 20:59:00,189.60,0.00,eur,2.90,186.70,Paid,Shopify order #2126,gabriel.thomas11402@example.com,#2126
ch_3Q001048,2026-08-03 16:08:00,365.04,0.00,eur,5.36,359.68,Paid,Shopify order #2127,hugo.robert52548@example.com,#2127
ch_3Q001049,2026-08-03 13:38:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #2128,theo.thomas47066@example.com,#2128
ch_3Q001050,2026-08-03 20:42:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2129,paul.robert31970@example.com,#2129
ch_3Q001051,2026-08-03 12:26:00,260.40,0.00,eur,3.90,256.50,Paid,Shopify order #2130,chloe.durand25509@example.com,#2130
ch_3Q001052,2026-08-03 12:43:00,257.04,0.00,eur,3.85,253.19,Paid,Shopify order #2131,theo.thomas69@example.com,#2131
ch_3Q001053,2026-08-03 09:55:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2132,lucas.durand34@example.com,#2132
ch_3Q001054,2026-08-03 22:55:00,365.04,0.00,eur,5.36,359.68,Paid,Shopify order #2133,hugo.garcia37905@example.com,#2133
ch_3Q001055,2026-08-03 13:24:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #2134,lea.martin62094@example.com,#2134
ch_3Q001056,2026-08-03 22:14:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2135,paul.martin46461@example.com,#2135
ch_3Q001057,2026-08-03 18:14:00,80.42,0.00,eur,1.38,79.04,Paid,Shopify order #2136,paul.laurent51@example.com,#2136
ch_3Q001058,2026-08-03 15:44:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2137,louis.thomas49869@example.com,#2137
ch_3Q001059,2026-08-04 16:19:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #2138,manon.lefebvre20@example.com,#2138
ch_3Q001060,2026-08-04 13:32:00,309.60,0.00,eur,4.58,305.02,Paid,Shopify order #2139,ines.dubois49621@example.com,#2139
ch_3Q001061,2026-08-04 18:36:00,393.60,0.00,eur,5.76,387.84,Paid,Shopify order #2140,camille.moreau69171@example.com,#2140
ch_3Q001062,2026-08-04 13:44:00,346.80,237.04,eur,5.11,341.69,Paid,Shopify order #2141,lucas.robert11956@example.com,#2141
ch_3Q001063,2026-08-04 16:11:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #2142,chloe.leroy24@example.com,#2142
ch_3Q001064,2026-08-04 22:22:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #2143,manon.leroy44486@example.com,#2143
ch_3Q001065,2026-08-04 13:30:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2144,lucas.thomas69965@example.com,#2144
ch_3Q001066,2026-08-04 21:08:00,441.60,0.00,eur,6.43,435.17,Paid,Shopify order #2145,lucas.thomas10528@example.com,#2145
ch_3Q001067,2026-08-04 11:54:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #2146,paul.petit6586@example.com,#2146
ch_3Q001068,2026-08-04 20:39:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #2147,jade.laurent1099@example.com,#2147
ch_3Q001069,2026-08-04 19:53:00,357.60,0.00,eur,5.26,352.34,Paid,Shopify order #2148,lucas.garcia24@example.com,#2148
ch_3Q001070,2026-08-04 08:35:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2149,camille.robert39@example.com,#2149
ch_3Q001071,2026-08-04 13:22:00,99.50,0.00,eur,1.64,97.86,Paid,Shopify order #2150,hugo.garcia26913@example.com,#2150
ch_3Q001072,2026-08-04 19:32:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2151,nathan.martin33486@example.com,#2151
ch_3Q001073,2026-08-04 17:10:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2152,paul.lefebvre60@example.com,#2152
ch_3Q001074,2026-08-04 16:30:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2153,louis.dubois4060@example.com,#2153
ch_3Q001075,2026-08-04 08:33:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2154,louis.martin93@example.com,#2154
ch_3Q001076,2026-08-04 14:22:00,246.24,0.00,eur,3.70,242.54,Paid,Shopify order #2155,jade.robert65554@example.com,#2155
ch_3Q001077,2026-08-04 22:34:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2156,theo.laurent87063@example.com,#2156
ch_3Q001078,2026-08-04 12:55:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2157,gabriel.robert56@example.com,#2157
ch_3Q001079,2026-08-04 16:52:00,90.14,0.00,eur,1.51,88.63,Paid,Shopify order #2158,manon.leroy57@example.com,#2158
ch_3Q001080,2026-08-04 17:01:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2159,jade.simon3309@example.com,#2159
ch_3Q001081,2026-08-04 22:45:00,405.60,0.00,eur,5.93,399.67,Paid,Shopify order #2160,louis.thomas6485@example.com,#2160
ch_3Q001082,2026-08-04 17:43:00,439.56,0.00,eur,6.40,433.16,Paid,Shopify order #2161,emma.bernard35797@example.com,#2161
ch_3Q001083,2026-08-04 17:43:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2162,lea.garcia45762@example.com,#2162
ch_3Q001084,2026-08-04 21:38:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2163,nathan.garcia16515@example.com,#2163
ch_3Q001085,2026-08-04 12:22:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2164,paul.robert47@example.com,#2164
ch_3Q001086,2026-08-04 17:16:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2165,paul.thomas7827@example.com,#2165
ch_3Q001087,2026-08-04 18:54:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #2166,hugo.robert60@example.com,#2166
ch_3Q001088,2026-08-04 11:54:00,141.60,0.00,eur,2.23,139.37,Paid,Shopify order #2167,hugo.martin23785@example.com,#2167
ch_3Q001089,2026-08-04 19:58:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #2168,lucas.dubois41700@example.com,#2168
ch_3Q001090,2026-08-05 17:09:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #2169,hugo.michel66200@example.com,#2169
ch_3Q001091,2026-08-05 20:41:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2170,sarah.thomas63968@example.com,#2170
ch_3Q001092,2026-08-05 08:48:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2171,gabriel.durand36079@example.com,#2171
ch_3Q001093,2026-08-05 19:08:00,272.40,0.00,eur,4.06,268.34,Paid,Shopify order #2172,camille.laurent38236@example.com,#2172
ch_3Q001094,2026-08-05 10:52:00,204.12,0.00,eur,3.11,201.01,Paid,Shopify order #2173,chloe.leroy24@example.com,#2173
ch_3Q001095,2026-08-05 21:26:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #2174,lucas.leroy2672@example.com,#2174
ch_3Q001096,2026-08-05 11:49:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2175,emma.martin24945@example.com,#2175
ch_3Q001097,2026-08-05 09:31:00,261.60,0.00,eur,3.91,257.69,Paid,Shopify order #2176,jade.thomas36075@example.com,#2176
ch_3Q001098,2026-08-05 10:02:00,405.60,0.00,eur,5.93,399.67,Paid,Shopify order #2177,sarah.laurent60@example.com,#2177
ch_3Q001099,2026-08-05 13:34:00,225.60,0.00,eur,3.41,222.19,Paid,Shopify order #2178,hugo.simon3214@example.com,#2178
ch_3Q001100,2026-08-05 13:00:00,429.60,0.00,eur,6.26,423.34,Paid,Shopify order #2179,manon.dubois3726@example.com,#2179
ch_3Q001101,2026-08-05 21:54:00,453.60,0.00,eur,6.60,447.00,Paid,Shopify order #2180,louis.lefebvre2557@example.com,#2180
ch_3Q001102,2026-08-05 12:55:00,165.60,0.00,eur,2.57,163.03,Paid,Shopify order #2181,emma.dubois57906@example.com,#2181
ch_3Q001103,2026-08-05 22:48:00,127.44,0.00,eur,2.03,125.41,Paid,Shopify order #2182,manon.laurent37@example.com,#2182
ch_3Q001104,2026-08-05 13:39:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2183,chloe.garcia14963@example.com,#2183
ch_3Q001105,2026-08-05 18:28:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2184,lea.martin98146@example.com,#2184
ch_3Q001106,2026-08-05 13:00:00,283.20,0.00,eur,4.21,278.99,Paid,Shopify order #2185,emma.moreau73840@example.com,#2185
ch_3Q001107,2026-08-05 12:59:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2186,manon.moreau7222@example.com,#2186
ch_3Q001108,2026-08-05 11:34:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2187,jade.robert11929@example.com,#2187
ch_3Q001109,2026-08-05 18:04:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2188,jade.bernard24058@example.com,#2188
ch_3Q001110,2026-08-05 11:30:00,58.82,0.00,eur,1.07,57.75,Paid,Shopify order #2189,ines.laurent25059@example.com,#2189
ch_3Q001111,2026-08-05 11:47:00,99.50,0.00,eur,1.64,97.86,Paid,Shopify order #2190,camille.dubois75521@example.com,#2190
ch_3Q001112,2026-08-05 21:01:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2191,ines.thomas13675@example.com,#2191
ch_3Q001113,2026-08-05 11:55:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2192,ines.martin462@example.com,#2192
ch_3Q001114,2026-08-05 22:06:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2193,camille.robert39@example.com,#2193
ch_3Q001115,2026-08-05 09:07:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2194,gabriel.leroy22@example.com,#2194
ch_3Q001116,2026-08-05 10:35:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2195,ines.laurent56201@example.com,#2195
ch_3Q001117,2026-08-05 19:32:00,204.12,0.00,eur,3.11,201.01,Paid,Shopify order #2196,emma.robert94059@example.com,#2196
ch_3Q001118,2026-08-05 08:45:00,189.60,0.00,eur,2.90,186.70,Paid,Shopify order #2197,lea.lefebvre61835@example.com,#2197
ch_3Q001119,2026-08-05 09:05:00,165.60,0.00,eur,2.57,163.03,Paid,Shopify order #2198,manon.michel70090@example.com,#2198
ch_3Q001120,2026-08-06 18:54:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2199,louis.laurent15516@example.com,#2199
ch_3Q001121,2026-08-06 21:16:00,212.40,0.00,eur,3.22,209.18,Paid,Shopify order #2200,sarah.moreau5818@example.com,#2200
ch_3Q001122,2026-08-06 15:38:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2201,louis.dubois65414@example.com,#2201
ch_3Q001123,2026-08-06 19:22:00,357.60,0.00,eur,5.26,352.34,Paid,Shopify order #2202,hugo.simon74150@example.com,#2202
ch_3Q001124,2026-08-06 20:04:00,297.60,0.00,eur,4.42,293.18,Paid,Shopify order #2203,manon.martin91@example.com,#2203
ch_3Q001125,2026-08-06 12:47:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #2204,gabriel.robert77@example.com,#2204
ch_3Q001126,2026-08-06 09:51:00,273.60,0.00,eur,4.08,269.52,Paid,Shopify order #2205,paul.moreau18851@example.com,#2205
ch_3Q001127,2026-08-06 15:45:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2206,camille.dubois75521@example.com,#2206
ch_3Q001128,2026-08-06 14:54:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2207,chloe.moreau24120@example.com,#2207
ch_3Q001129,2026-08-06 09:54:00,285.60,0.00,eur,4.25,281.35,Paid,Shopify order #2208,lea.michel85779@example.com,#2208
ch_3Q001130,2026-08-06 12:51:00,116.64,0.00,eur,1.88,114.76,Paid,Shopify order #2209,jade.thomas70@example.com,#2209
ch_3Q001131,2026-08-06 22:34:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #2210,arthur.durand37@example.com,#2210
ch_3Q001132,2026-08-06 17:25:00,417.60,0.00,eur,6.10,411.50,Paid,Shopify order #2211,hugo.moreau85@example.com,#2211
ch_3Q001133,2026-08-06 16:33:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2212,sarah.martin51931@example.com,#2212
ch_3Q001134,2026-08-06 09:01:00,408.24,285.6,eur,5.97,402.27,Paid,Shopify order #2213,paul.thomas82@example.com,#2213
ch_3Q001135,2026-08-06 17:24:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #2214,gabriel.petit59900@example.com,#2214
ch_3Q001136,2026-08-06 22:27:00,178.80,126.11,eur,2.75,176.05,Paid,Shopify order #2215,ines.bernard12399@example.com,#2215
ch_3Q001137,2026-08-06 08:57:00,393.60,0.00,eur,5.76,387.84,Paid,Shopify order #2216,lucas.dubois76@example.com,#2216
ch_3Q001138,2026-08-06 22:42:00,386.64,0.00,eur,5.66,380.98,Paid,Shopify order #2217,hugo.lefebvre55@example.com,#2217
ch_3Q001139,2026-08-06 10:05:00,204.12,0.00,eur,3.11,201.01,Paid,Shopify order #2218,theo.martin20029@example.com,#2218
ch_3Q001140,2026-08-06 10:12:00,273.60,0.00,eur,4.08,269.52,Paid,Shopify order #2219,camille.simon37201@example.com,#2219
ch_3Q001141,2026-08-06 22:43:00,257.04,0.00,eur,3.85,253.19,Paid,Shopify order #2220,ines.moreau14636@example.com,#2220
ch_3Q001142,2026-08-06 18:02:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2221,paul.moreau59358@example.com,#2221
ch_3Q001143,2026-08-06 12:45:00,573.60,0.00,eur,8.28,565.32,Paid,Shopify order #2222,gabriel.martin29@example.com,#2222
ch_3Q001144,2026-08-06 21:14:00,105.60,0.00,eur,1.73,103.87,Paid,Shopify order #2223,arthur.lefebvre72@example.com,#2223
ch_3Q001145,2026-08-06 11:47:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #2224,sarah.bernard90@example.com,#2224
ch_3Q001146,2026-08-06 21:40:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2225,gabriel.durand29217@example.com,#2225
ch_3Q001147,2026-08-06 18:13:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2226,manon.moreau5539@example.com,#2226
ch_3Q001148,2026-08-06 14:28:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2227,louis.dubois4060@example.com,#2227
ch_3Q001149,2026-08-06 15:28:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2228,sarah.garcia41708@example.com,#2228
ch_3Q001150,2026-08-06 08:03:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2229,theo.simon33317@example.com,#2229
ch_3Q001151,2026-08-06 08:18:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2230,hugo.martin47049@example.com,#2230
ch_3Q001152,2026-08-06 08:36:00,165.60,0.00,eur,2.57,163.03,Paid,Shopify order #2231,chloe.durand59573@example.com,#2231
ch_3Q001153,2026-08-07 14:53:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2232,louis.robert78341@example.com,#2232
ch_3Q001154,2026-08-07 20:50:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2233,ines.moreau96@example.com,#2233
ch_3Q001155,2026-08-07 17:57:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2234,camille.robert48550@example.com,#2234
ch_3Q001156,2026-08-07 10:47:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2235,paul.leroy70566@example.com,#2235
ch_3Q001157,2026-08-07 09:32:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #2236,gabriel.lefebvre42@example.com,#2236
ch_3Q001158,2026-08-07 11:13:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2237,ines.moreau46@example.com,#2237
ch_3Q001159,2026-08-07 10:40:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2238,chloe.bernard98440@example.com,#2238
ch_3Q001160,2026-08-07 13:13:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2239,hugo.lefebvre7999@example.com,#2239
ch_3Q001161,2026-08-07 10:46:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2240,lea.dubois16@example.com,#2240
ch_3Q001162,2026-08-07 22:23:00,260.40,0.00,eur,3.90,256.50,Paid,Shopify order #2241,arthur.simon85544@example.com,#2241
ch_3Q001163,2026-08-07 16:58:00,129.60,0.00,eur,2.06,127.54,Paid,Shopify order #2242,manon.laurent7@example.com,#2242
ch_3Q001164,2026-08-07 20:15:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2243,arthur.simon69290@example.com,#2243
ch_3Q001165,2026-08-07 21:45:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2244,paul.dubois35861@example.com,#2244
ch_3Q001166,2026-08-07 19:40:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2245,chloe.bernard74237@example.com,#2245
ch_3Q001167,2026-08-07 08:50:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2246,manon.leroy94701@example.com,#2246
ch_3Q001168,2026-08-07 20:02:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2247,theo.dubois85201@example.com,#2247
ch_3Q001169,2026-08-07 08:56:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #2248,ines.durand98778@example.com,#2248
ch_3Q001170,2026-08-07 13:29:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2249,jade.bernard85883@example.com,#2249
ch_3Q001171,2026-08-07 10:40:00,69.62,0.00,eur,1.22,68.40,Paid,Shopify order #2250,nathan.moreau54628@example.com,#2250
ch_3Q001172,2026-08-07 22:09:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #2251,chloe.durand17789@example.com,#2251
ch_3Q001173,2026-08-08 14:15:00,396.36,0.00,eur,5.80,390.56,Paid,Shopify order #2252,jade.michel31456@example.com,#2252
ch_3Q001174,2026-08-08 13:38:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #2253,camille.lefebvre97912@example.com,#2253
ch_3Q001175,2026-08-08 19:53:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2254,theo.petit63453@example.com,#2254
ch_3Q001176,2026-08-08 11:16:00,440.40,0.00,eur,6.42,433.98,Paid,Shopify order #2255,chloe.laurent30429@example.com,#2255
ch_3Q001177,2026-08-08 21:01:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2256,sarah.simon33@example.com,#2256
ch_3Q001178,2026-08-08 15:05:00,405.60,0.00,eur,5.93,399.67,Paid,Shopify order #2257,arthur.lefebvre94355@example.com,#2257
ch_3Q001179,2026-08-08 16:28:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2258,ines.thomas90732@example.com,#2258
ch_3Q001180,2026-08-08 13:12:00,441.60,0.00,eur,6.43,435.17,Paid,Shopify order #2259,gabriel.leroy14670@example.com,#2259
ch_3Q001181,2026-08-08 09:41:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2260,manon.laurent96751@example.com,#2260
ch_3Q001182,2026-08-08 11:20:00,178.80,114.21,eur,2.75,176.05,Paid,Shopify order #2261,jade.martin12933@example.com,#2261
ch_3Q001183,2026-08-08 13:43:00,397.44,0.00,eur,5.81,391.63,Paid,Shopify order #2262,paul.simon20413@example.com,#2262
ch_3Q001184,2026-08-08 12:17:00,201.96,0.00,eur,3.08,198.88,Paid,Shopify order #2263,emma.lefebvre71@example.com,#2263
ch_3Q001185,2026-08-08 13:16:00,138.24,0.00,eur,2.19,136.05,Paid,Shopify order #2264,jade.lefebvre19031@example.com,#2264
ch_3Q001186,2026-08-08 10:53:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #2265,theo.simon49816@example.com,#2265
ch_3Q001187,2026-08-08 14:39:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #2266,sarah.garcia41708@example.com,#2266
ch_3Q001188,2026-08-08 15:30:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #2267,louis.leroy94632@example.com,#2267
ch_3Q001189,2026-08-08 22:09:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2268,manon.petit12927@example.com,#2268
ch_3Q001190,2026-08-08 21:26:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #2269,gabriel.petit18594@example.com,#2269
ch_3Q001191,2026-08-08 20:48:00,149.04,0.00,eur,2.34,146.70,Paid,Shopify order #2270,lea.petit50@example.com,#2270
ch_3Q001192,2026-08-08 09:26:00,273.60,0.00,eur,4.08,269.52,Paid,Shopify order #2271,jade.thomas57876@example.com,#2271
ch_3Q001193,2026-08-08 09:15:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #2272,manon.lefebvre18@example.com,#2272
ch_3Q001194,2026-08-08 18:25:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #2273,chloe.simon45280@example.com,#2273
