Name,Email,Financial Status,Created at,Currency,Subtotal,Discount Amount,Shipping,Taxes,Total,Refunded Amount,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku
#2220,ines.moreau14636@example.com,paid,2026-08-06 22:43:00 +0200,EUR,214.20,23.80,0.00,42.84,257.04,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2220,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2221,paul.moreau59358@example.com,paid,2026-08-06 18:02:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2222,gabriel.martin29@example.com,paid,2026-08-06 12:45:00 +0200,EUR,478.00,0.00,0.00,95.60,573.60,,1,Montre Automatique 38mm,289.00,WTC-010
#2222,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2223,arthur.lefebvre72@example.com,paid,2026-08-06 21:14:00 +0200,EUR,88.00,0.00,0.00,17.60,105.60,,1,Porte-cartes,39.00,ACC-201
#2223,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2224,sarah.bernard90@example.com,paid,2026-08-06 11:47:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Pochette Zippee,69.00,BAG-101
#2224,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2225,gabriel.durand29217@example.com,paid,2026-08-06 21:40:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2226,manon.moreau5539@example.com,paid,2026-08-06 18:13:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2227,louis.dubois4060@example.com,paid,2026-08-06 14:28:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2228,sarah.garcia41708@example.com,paid,2026-08-06 15:28:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2229,theo.simon33317@example.com,paid,2026-08-06 08:03:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2230,hugo.martin47049@example.com,paid,2026-08-06 08:18:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2231,chloe.durand59573@example.com,paid,2026-08-06 08:36:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,2,Pochette Zippee,69.00,BAG-101
#2232,louis.robert78341@example.com,paid,2026-08-07 14:53:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2233,ines.moreau96@example.com,paid,2026-08-07 20:50:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2234,camille.robert48550@example.com,paid,2026-08-07 17:57:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2235,paul.leroy70566@example.com,paid,2026-08-07 10:47:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2236,gabriel.lefebvre42@example.com,paid,2026-08-07 09:32:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Bracelet Acier Noir,49.00,BRW-001
#2236,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2237,ines.moreau46@example.com,paid,2026-08-07 11:13:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2238,chloe.bernard98440@example.com,paid,2026-08-07 10:40:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2239,hugo.lefebvre7999@example.com,paid,2026-08-07 13:13:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2240,lea.dubois16@example.com,paid,2026-08-07 10:46:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2241,arthur.simon85544@example.com,paid,2026-08-07 22:23:00 +0200,EUR,217.00,0.00,0.00,43.40,260.40,,1,Ceinture Reversible,79.00,ACC-200
#2241,,,,,,,,,,,2,Pochette Zippee,69.00,BAG-101
#2242,manon.laurent7@example.com,paid,2026-08-07 16:58:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2242,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2243,arthur.simon69290@example.com,paid,2026-08-07 20:15:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2244,paul.dubois35861@example.com,paid,2026-08-07 21:45:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2245,chloe.bernard74237@example.com,paid,2026-08-07 19:40:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2246,manon.leroy94701@example.com,paid,2026-08-07 08:50:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2247,theo.dubois85201@example.com,paid,2026-08-07 20:02:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2248,ines.durand98778@example.com,paid,2026-08-07 08:56:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2249,jade.bernard85883@example.com,paid,2026-08-07 13:29:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2250,nathan.moreau54628@example.com,paid,2026-08-07 10:40:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2251,chloe.durand17789@example.com,paid,2026-08-07 22:09:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#2252,jade.michel31456@example.com,paid,2026-08-08 14:15:00 +0200,EUR,330.30,36.70,0.00,66.06,396.36,,1,Montre Automatique 38mm,289.00,WTC-010
#2252,,,,,,,,,,,2,Porte-cartes,39.00,ACC-201
#2253,camille.lefebvre97912@example.com,paid,2026-08-08 13:38:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2254,theo.petit63453@example.com,paid,2026-08-08 19:53:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2255,chloe.laurent30429@example.com,paid,2026-08-08 11:16:00 +0200,EUR,367.00,0.00,0.00,73.40,440.40,,2,Porte-cartes,39.00,ACC-201
#2255,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#2256,sarah.simon33@example.com,paid,2026-08-08 21:01:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2257,arthur.lefebvre94355@example.com,paid,2026-08-08 15:05:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Montre Automatique 38mm,289.00,WTC-010
#2257,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2258,ines.thomas90732@example.com,paid,2026-08-08 16:28:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2259,gabriel.leroy14670@example.com,paid,2026-08-08 13:12:00 +0200,EUR,368.00,0.00,0.00,73.60,441.60,,1,Montre Automatique 38mm,289.00,WTC-010
#2259,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2260,manon.laurent96751@example.com,paid,2026-08-08 09:41:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2261,jade.martin12933@example.com,refunded,2026-08-08 11:20:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,114.21,1,Montre Quartz 34mm,149.00,WTC-011
#2262,paul.simon20413@example.com,paid,2026-08-08 13:43:00 +0200,EUR,331.20,36.80,0.00,66.24,397.44,,1,Montre Automatique 38mm,289.00,WTC-010
#2262,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2263,emma.lefebvre71@example.com,paid,2026-08-08 12:17:00 +0200,EUR,168.30,18.70,0.00,33.66,201.96,,2,Pochette Zippee,69.00,BAG-101
#2263,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2264,jade.lefebvre19031@example.com,paid,2026-08-08 13:16:00 +0200,EUR,115.20,12.80,0.00,23.04,138.24,,1,Bracelet Acier Noir,49.00,BRW-001
#2264,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2265,theo.simon49816@example.com,paid,2026-08-08 10:53:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2266,sarah.garcia41708@example.com,paid,2026-08-08 14:39:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2267,louis.leroy94632@example.com,paid,2026-08-08 15:30:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2268,manon.petit12927@example.com,paid,2026-08-08 22:09:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2269,gabriel.petit18594@example.com,paid,2026-08-08 21:26:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2270,lea.petit50@example.com,paid,2026-08-08 20:48:00 +0200,EUR,124.20,13.80,0.00,24.84,149.04,,1,Ceinture Reversible,79.00,ACC-200
#2270,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2271,jade.thomas57876@example.com,paid,2026-08-08 09:26:00 +0200,EUR,228.00,0.00,0.00,45.60,273.60,,1,Montre Quartz 34mm,149.00,WTC-011
#2271,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2272,manon.lefebvre18@example.com,paid,2026-08-08 09:15:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2273,chloe.simon45280@example.com,paid,2026-08-08 18:25:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2274,theo.leroy1@example.com,paid,2026-08-08 22:46:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2275,chloe.thomas31373@example.com,paid,2026-08-08 20:09:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#2276,jade.thomas92477@example.com,paid,2026-08-08 21:42:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2277,emma.bernard68896@example.com,paid,2026-08-09 08:08:00 +0200,EUR,248.00,0.00,0.00,49.60,297.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2277,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2278,theo.lefebvre91@example.com,paid,2026-08-09 22:26:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2279,chloe.lefebvre28179@example.com,paid,2026-08-09 10:15:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2280,emma.martin37567@example.com,paid,2026-08-09 17:54:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Acier Noir,49.00,BRW-001
#2280,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2281,gabriel.durand29217@example.com,paid,2026-08-09 20:16:00 +0200,EUR,228.00,0.00,0.00,45.60,273.60,,1,Ceinture Reversible,79.00,ACC-200
#2281,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2282,nathan.leroy78223@example.com,paid,2026-08-09 09:52:00 +0200,EUR,347.00,0.00,0.00,69.40,416.40,,2,Ceinture Reversible,79.00,ACC-200
#2282,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2283,lea.garcia3@example.com,paid,2026-08-09 22:08:00 +0200,EUR,267.00,0.00,0.00,53.40,320.40,,2,Porte-cartes,39.00,ACC-201
#2283,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2284,manon.thomas39461@example.com,paid,2026-08-09 20:02:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2285,lucas.thomas69@example.com,paid,2026-08-09 17:36:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2286,arthur.laurent57@example.com,paid,2026-08-09 19:16:00 +0200,EUR,79.20,8.80,0.00,15.84,95.04,,1,Porte-cartes,39.00,ACC-201
#2286,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2287,arthur.durand92@example.com,paid,2026-08-09 08:35:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2288,emma.dubois65448@example.com,paid,2026-08-09 16:38:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2289,sarah.garcia94721@example.com,paid,2026-08-09 12:42:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2290,jade.lefebvre2847@example.com,paid,2026-08-09 12:01:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2291,camille.durand14838@example.com,paid,2026-08-09 15:08:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2292,jade.michel31456@example.com,paid,2026-08-09 10:46:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2293,lea.bernard18727@example.com,paid,2026-08-09 08:46:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,2,Bracelet Cuir Camel,59.00,BRW-002
#2294,manon.durand66@example.com,paid,2026-08-09 18:36:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2295,louis.simon62@example.com,paid,2026-08-09 19:14:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2296,sarah.martin64829@example.com,paid,2026-08-09 19:44:00 +0200,EUR,218.00,0.00,0.00,43.60,261.60,,1,Montre Quartz 34mm,149.00,WTC-011
#2296,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2297,camille.lefebvre54974@example.com,paid,2026-08-09 19:58:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2298,gabriel.durand67865@example.com,paid,2026-08-09 16:32:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2299,louis.lefebvre11@example.com,paid,2026-08-10 14:24:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2300,gabriel.moreau84136@example.com,paid,2026-08-10 22:52:00 +0200,EUR,328.00,0.00,0.00,65.60,393.60,,1,Montre Automatique 38mm,289.00,WTC-010
#2300,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2301,chloe.laurent32329@example.com,paid,2026-08-10 20:24:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2302,manon.dubois96226@example.com,paid,2026-08-10 18:24:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2303,ines.leroy91290@example.com,paid,2026-08-10 19:22:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2304,chloe.laurent50577@example.com,paid,2026-08-10 12:37:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2305,arthur.robert93@example.com,paid,2026-08-10 12:02:00 +0200,EUR,205.20,22.80,0.00,41.04,246.24,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2305,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2306,nathan.dubois43133@example.com,paid,2026-08-10 13:17:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Ceinture Reversible,79.00,ACC-200
#2306,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2307,manon.petit78@example.com,paid,2026-08-10 16:53:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2308,jade.garcia67555@example.com,paid,2026-08-10 21:59:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2309,manon.moreau78598@example.com,paid,2026-08-10 12:24:00 +0200,EUR,188.00,0.00,0.00,37.60,225.60,,1,Porte-cartes,39.00,ACC-201
#2309,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2310,paul.laurent99769@example.com,paid,2026-08-10 20:44:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2311,theo.robert85828@example.com,paid,2026-08-10 15:08:00 +0200,EUR,248.00,0.00,0.00,49.60,297.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2311,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2312,theo.simon82842@example.com,paid,2026-08-10 19:57:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Pochette Zippee,69.00,BAG-101
#2312,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2313,chloe.robert17960@example.com,paid,2026-08-10 11:41:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#2314,chloe.garcia14321@example.com,paid,2026-08-10 08:09:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2315,jade.dubois93254@example.com,paid,2026-08-10 20:20:00 +0200,EUR,767.00,0.00,0.00,153.40,920.40,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2315,,,,,,,,,,,2,Montre Automatique 38mm,289.00,WTC-010
#2316,lucas.bernard21571@example.com,paid,2026-08-10 22:31:00 +0200,EUR,348.00,0.00,0.00,69.60,417.60,,1,Montre Automatique 38mm,289.00,WTC-010
#2316,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2317,sarah.simon26203@example.com,paid,2026-08-10 16:48:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Ceinture Reversible,79.00,ACC-200
#2317,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2318,ines.dubois42412@example.com,paid,2026-08-10 22:57:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2319,manon.laurent96751@example.com,paid,2026-08-10 08:29:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2320,jade.thomas57876@example.com,paid,2026-08-10 18:32:00 +0200,EUR,44.10,4.90,5.90,8.82,58.82,,1,Bracelet Acier Noir,49.00,BRW-001
#2321,lea.thomas78478@example.com,paid,2026-08-10 12:31:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#2322,theo.bernard88@example.com,paid,2026-08-10 16:22:00 +0200,EUR,177.00,0.00,0.00,35.40,212.40,,2,Pochette Zippee,69.00,BAG-101
#2322,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2323,nathan.dubois60@example.com,paid,2026-08-10 14:03:00 +0200,EUR,331.20,36.80,0.00,66.24,397.44,,1,Montre Automatique 38mm,289.00,WTC-010
#2323,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2324,paul.laurent62@example.com,paid,2026-08-10 14:09:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2325,lea.laurent93386@example.com,paid,2026-08-10 09:53:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2326,hugo.thomas58346@example.com,paid,2026-08-10 09:34:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2327,ines.thomas15601@example.com,paid,2026-08-10 10:14:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2328,gabriel.thomas35270@example.com,paid,2026-08-10 14:34:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2329,arthur.petit96538@example.com,paid,2026-08-10 22:58:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#2330,emma.simon47254@example.com,paid,2026-08-10 18:42:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,1,Pochette Zippee,69.00,BAG-101
#2330,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2331,arthur.simon65634@example.com,paid,2026-08-10 11:54:00 +0200,EUR,208.00,0.00,0.00,41.60,249.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2331,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2332,emma.moreau79279@example.com,paid,2026-08-10 19:42:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2333,camille.durand32804@example.com,paid,2026-08-10 10:42:00 +0200,EUR,196.20,21.80,0.00,39.24,235.44,,1,Montre Quartz 34mm,149.00,WTC-011
#2333,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2334,jade.michel31456@example.com,paid,2026-08-10 16:53:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2335,jade.petit21254@example.com,paid,2026-08-11 19:24:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2336,paul.dubois11@example.com,paid,2026-08-11 15:26:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2337,lucas.durand16288@example.com,paid,2026-08-11 13:18:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2338,louis.moreau67977@example.com,paid,2026-08-11 19:07:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2339,louis.robert56@example.com,paid,2026-08-11 19:03:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Porte-cartes,39.00,ACC-201
#2339,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2340,camille.petit61696@example.com,paid,2026-08-11 12:35:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2341,manon.simon39@example.com,paid,2026-08-11 15:41:00 +0200,EUR,222.30,24.70,0.00,44.46,266.76,,2,Bracelet Acier Noir,49.00,BRW-001
#2341,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2342,sarah.simon52790@example.com,paid,2026-08-11 10:16:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2343,ines.laurent73346@example.com,paid,2026-08-11 19:28:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2343,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2344,chloe.michel91@example.com,paid,2026-08-11 19:45:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2345,camille.lefebvre54974@example.com,paid,2026-08-11 11:02:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#2346,chloe.simon53767@example.com,paid,2026-08-11 08:55:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2347,paul.thomas60126@example.com,paid,2026-08-11 12:29:00 +0200,EUR,378.00,0.00,0.00,75.60,453.60,,2,Sac Bandouliere Cuir,189.00,BAG-100
#2348,paul.martin15884@example.com,paid,2026-08-11 08:24:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#2349,sarah.durand99@example.com,paid,2026-08-11 16:31:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2350,lucas.simon41624@example.com,paid,2026-08-11 20:31:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#2351,lea.bernard954@example.com,paid,2026-08-11 09:16:00 +0200,EUR,313.20,34.80,0.00,62.64,375.84,,1,Bracelet Cuir Camel,59.00,BRW-002
#2351,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#2352,sarah.garcia71827@example.com,paid,2026-08-11 10:23:00 +0200,EUR,378.00,0.00,0.00,75.60,453.60,,2,Sac Bandouliere Cuir,189.00,BAG-100
#2353,jade.michel82@example.com,paid,2026-08-11 14:56:00 +0200,EUR,177.00,0.00,0.00,35.40,212.40,,2,Pochette Zippee,69.00,BAG-101
#2353,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2354,manon.leroy6@example.com,paid,2026-08-11 17:35:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2355,nathan.garcia11@example.com,paid,2026-08-11 10:21:00 +0200,EUR,232.20,25.80,0.00,46.44,278.64,,1,Pochette Zippee,69.00,BAG-101
#2355,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2356,nathan.lefebvre78194@example.com,paid,2026-08-11 13:47:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2357,camille.laurent48118@example.com,paid,2026-08-11 09:00:00 +0200,EUR,79.20,8.80,0.00,15.84,95.04,,1,Porte-cartes,39.00,ACC-201
#2357,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2358,ines.martin83490@example.com,paid,2026-08-11 09:20:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2359,lucas.petit16056@example.com,paid,2026-08-11 08:28:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2360,emma.dubois65448@example.com,paid,2026-08-11 12:38:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#2361,paul.leroy70566@example.com,paid,2026-08-11 21:03:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2362,chloe.simon92@example.com,paid,2026-08-11 19:56:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Ceinture Reversible,79.00,ACC-200
#2362,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
